Date,Selic
2019-11-25,0.0009496104986588261
2019-12-02,0.0009496104986588261
2019-12-09,0.0009496104986590481
2019-12-16,0.0008926883707367494
2019-12-23,0.0008547420838305175
2019-12-30,0.0006837352403155084
2020-01-06,0.0006837352403152863
2020-01-13,0.0008547420838305175
2020-01-20,0.0008547420838305175
2020-01-27,0.0008547420838307396
2020-02-03,0.0008547420838305175
2020-02-10,0.0008261628283823264
2020-02-17,0.0008071104447937572
2020-02-24,
2020-03-02,
2020-03-09,0.0008071104447939792
2020-03-16,0.0008071104447937572
2020-03-23,0.0007497745447890836
2020-03-30,0.0007115524363277004
2020-04-06,0.0007115524363277004
2020-04-13,0.000569201456036339
2020-04-20,0.0007115524363274783
2020-04-27,0.000569201456036339
2020-05-04,0.000569201456036339
2020-05-11,0.0006250457159864276
2020-05-18,0.0005673787236279981
2020-05-25,0.000567378723627554
2020-06-01,0.0005673787236277761
2020-06-08,0.000567378723627554
2020-06-15,0.0004538772312556727
2020-06-22,0.0004802517245188209
2020-06-29,0.00042217127338117777
2020-07-06,0.0004221712733809557
2020-07-13,0.0004221712733809557
2020-07-20,0.0004221712733813998
2020-07-27,0.0004221712733809557
2020-08-03,0.00042217127338117777
2020-08-10,0.00039297169934293663
2020-08-17,0.00037350579012751517
2020-08-24,0.00037350579012751517
2020-08-31,0.00037350579012751517
2020-09-07,
2020-09-14,
2020-09-21,0.00037350579012751517
2020-09-28,0.00037350579012751517
2020-10-05,0.00037350579012751517
2020-10-12,
2020-10-19,
2020-10-26,0.00037350579012751517
2020-11-02,
2020-11-09,
2020-11-16,0.0003735057901272931
2020-11-23,0.00037350579012751517
2020-11-30,0.00037350579012751517
2020-12-07,0.00037350579012751517
2020-12-14,0.00037350579012751517
2020-12-21,0.0003735057901272931
2020-12-28,0.00029879347324301975
2021-01-04,0.0002987934732427977
2021-01-11,0.00037350579012751517
2021-01-18,0.00037350579012751517
2021-01-25,0.0003735057901272931
2021-02-01,0.0003735057901272931
2021-02-08,0.00037350579012751517
2021-02-15,
2021-02-22,
2021-03-01,0.00037350579012751517
2021-03-08,0.0003735057901272931
2021-03-15,0.0003735057901277372
2021-03-22,0.000460834415821898
2021-03-29,0.0005190577348224146
2021-04-05,0.00041522463865728554
2021-04-12,0.0005190577348226366
2021-04-19,0.0005190577348226366
2021-04-26,0.00041522463865728554
2021-05-03,0.0005190577348226366
2021-05-10,0.0006057962412331364
2021-05-17,0.0006636260897250335
2021-05-24,0.0006636260897250335
2021-05-31,0.0006636260897252555
2021-06-07,0.0005308656491620489
2021-06-14,0.0006636260897250335
2021-06-21,0.0007497142340386898
2021-06-28,0.0008071104447937572
2021-07-05,0.0008071104447937572
2021-07-12,0.0008071104447937572
2021-07-19,0.0008071104447939792
2021-07-26,0.0008071104447937572
2021-08-02,0.0008071104447937572
2021-08-09,0.0009209782299426372
2021-08-16,0.000996897284071041
2021-08-23,0.000996897284070819
2021-08-30,0.000996897284070819
2021-09-06,0.000996897284071041
2021-09-13,0.000797438354606772
2021-09-20,0.000996897284071041
2021-09-27,0.001109701400447527
2021-10-04,0.001184911206886019
2021-10-11,0.001184911206886241
2021-10-18,0.0009478166975447344
2021-10-25,0.001184911206885797
2021-11-01,0.0013521488695367179
2021-11-08,0.001170753648291667
2021-11-15,
2021-11-22,
2021-11-29,0.0014636561639793655
2021-12-06,0.0014636561639793655
2021-12-13,0.0016286481525000784
2021-12-20,0.0017386579126656976
2021-12-27,0.0017386579126656976
